birth,household,id,name,password,sex,user_id
19560904,1,149,유미우,yoomiwoo69,M,yoomiwoo0149
19701126,1,150,김대미,kimdaemi20,M,kimdaemi0150
19911101,1,151,강승하,kangseungha50,M,kangseungha0151
19991123,2,152,이구승,leeguseung57,M,leeguseung0152
19701030,1,153,방연태,bangyeontae29,M,bangyeontae0153
19570827,1,154,이준하,leejunha56,M,leejunha0154
19810101,3,155,김재석,kimjaeseok54,M,kimjaeseok0155
19481027,1,156,나준균,najunkyun40,M,najunkyun0156
19660323,1,157,김성하,kimsungha9,M,kimsungha0157
19740810,2,158,김겅하,kimgeongha3,M,kimgeongha0158
19711205,3,159,천긍산,cheongeungsan78,M,cheongeungsan0159
19600523,5,160,최도규,choidokyu64,M,choidokyu0160
19970918,1,161,김동규,kimdongkyu85,M,kimdongkyu0161
19650924,3,162,진미하,jinmiha89,M,jinmiha0162
19480222,1,163,최상조,choisangjo37,M,choisangjo0163
20010126,5,164,유성조,yoosungjo73,M,yoosungjo0164
19701209,3,165,오혀선,ohhyeosun60,M,ohhyeosun0165
19971029,2,166,조전석,chojeonseok81,M,chojeonseok0166
19750720,2,167,임조권,imjokwon61,M,imjokwon0167
19810109,3,168,박지연,parkjiyeon83,M,parkjiyeon0168
19581120,3,169,장대연,jangdaeyeon7,M,jangdaeyeon0169
19750712,4,170,김혀하,kimhyeoha53,M,kimhyeoha0170
19601004,1,171,이유원,leeyuwon90,M,leeyuwon0171
19550912,1,172,박동하,parkdongha53,M,parkdongha0172
19631210,2,173,박희주,parkheeju64,M,parkheeju0173
19810830,1,174,이저원,leejeowon68,M,leejeowon0174
19500801,4,175,박하미,parkhami5,M,parkhami0175
19700113,3,176,유효규,yoohyokyu2,M,yoohyokyu0176
19731013,1,177,곽재연,kwakjaeyeon25,M,kwakjaeyeon0177
19881018,1,178,신희하,shinheeha78,M,shinheeha0178
19980427,4,179,김상하,kimsangha81,M,kimsangha0179
19980712,1,180,김대영,kimdaeyoung6,M,kimdaeyoung0180
19601115,1,181,이호하,leehoha35,M,leehoha0181
19690703,1,182,남기운,namkiwoon65,M,namkiwoon0182
19830211,1,183,이윤요,leeyoonyo96,M,leeyoonyo0183
19690507,3,184,고승하,koseungha78,M,koseungha0184
19871225,4,185,손숭하,sonsungha66,M,sonsungha0185
19860510,2,186,윤준석,yoonjunseok63,M,yoonjunseok0186
19630112,4,187,윤문규,yoonmoonkyu86,M,yoonmoonkyu0187
19920620,1,188,심피연,simpiyeon69,M,simpiyeon0188
19891204,4,189,박미원,parkmiwon60,M,parkmiwon0189
19600226,3,190,김과하,kimgwaha37,M,kimgwaha0190
19691013,3,191,신강원,shinkangwon81,M,shinkangwon0191
19480528,3,192,유청준,yoochungjun81,M,yoochungjun0192
19720901,1,193,한춘하,hanchunha12,M,hanchunha0193
19600501,2,194,이창연,leechangyeon10,M,leechangyeon0194
19580102,1,195,문해운,moonhaewoon45,M,moonhaewoon0195
19810604,4,196,김창하,kimchangha40,M,kimchangha0196
19750409,4,197,김성이,kimsungyi9,M,kimsungyi0197
19591230,2,198,이희하,leeheeha47,M,leeheeha0198
19860217,2,199,장동성,jangdongsung15,M,jangdongsung0199
19941024,2,200,성두요,sungdooyo56,M,sungdooyo0200
20020112,1,201,서기하,seokiha41,M,seokiha0201
19840403,2,202,이동락,leedongrak81,M,leedongrak0202
19631221,3,203,박재하,parkjaeha68,M,parkjaeha0203
19971019,4,204,최성도,choisungdo99,M,choisungdo0204
19750505,4,205,임성미,imsungmi32,M,imsungmi0205
19520701,3,206,정병도,jungbyungdo80,M,jungbyungdo0206
19700908,3,207,장재용,jangjaeyong80,M,jangjaeyong0207
19950628,2,208,차추하,chachuha89,M,chachuha0208
19970131,1,209,권호하,kwonhoha28,M,kwonhoha0209
19530904,2,210,김승언,kimseungeon33,M,kimseungeon0210
19720323,5,211,최교하,choikyoha93,M,choikyoha0211
19670913,3,212,오겅영,ohgeongyoung64,M,ohgeongyoung0212
19780622,2,213,황균미,hwangkyunmi86,M,hwangkyunmi0213
19790630,2,214,강재욱,kangjaewook10,M,kangjaewook0214
19830717,3,215,서혀석,seohyeoseok4,M,seohyeoseok0215
19840425,2,216,박도하,parkdoha27,M,parkdoha0216
19720825,4,217,신영연,shinyoungyeon44,M,shinyoungyeon0217
19521211,1,218,함재영,hamjaeyoung22,M,hamjaeyoung0218
20010302,3,219,유우하,yoowooha97,M,yoowooha0219
19891224,3,220,고동연,kodongyeon89,M,kodongyeon0220
19960813,2,221,조승이,choseungyi50,M,choseungyi0221
19560531,4,222,주미눙,joominung19,M,joominung0222
19980217,2,223,박동규,parkdongkyu73,M,parkdongkyu0223
19650113,1,224,배운지,baewoonji58,M,baewoonji0224
19991122,4,225,홍겅하,honggeongha41,M,honggeongha0225
19710625,4,226,이두하,leedooha43,M,leedooha0226
19520416,2,227,한원규,hanwonkyu6,M,hanwonkyu0227
19690326,1,228,서호성,seohosung55,M,seohosung0228
19590627,4,229,박영하,parkyoungha2,M,parkyoungha0229
19871028,1,230,이광운,leekwangwoon38,M,leekwangwoon0230
19680707,3,231,이미권,leemikwon60,M,leemikwon0231
19550125,1,232,이재미,leejaemi79,M,leejaemi0232
19771122,1,233,문하주,moonhaju34,M,moonhaju0233
19920511,4,234,박성찬,parksungchan66,M,parksungchan0234
19480507,1,235,이강우,leekangwoo25,M,leekangwoo0235
19510703,1,236,장성재,jangsungjae70,M,jangsungjae0236
20020129,1,237,정태순,jungtaesoon52,M,jungtaesoon0237
19940929,1,238,정균지,jungkyunji89,M,jungkyunji0238
19760623,4,239,박정하,parkjungha47,M,parkjungha0239
19990519,3,240,박동오,parkdongo52,M,parkdongo0240
19560204,2,241,이혀운,leehyeowoon21,M,leehyeowoon0241
19990805,3,242,유미하,yoomiha35,M,yoomiha0242
19640216,2,243,표당주,pyodangju55,M,pyodangju0243
19900409,1,244,김명성,kimmyungsung50,M,kimmyungsung0244
19970715,3,245,김전우,kimjeonwoo92,M,kimjeonwoo0245
19980113,4,246,배원주,baewonju91,M,baewonju0246
19920525,2,247,이미준,leemijun4,M,leemijun0247
19721112,3,248,박동연,parkdongyeon97,M,parkdongyeon0248
19670804,2,249,윤균석,yoonkyunseok76,M,yoonkyunseok0249
19581118,3,250,최하수,choihasoo62,M,choihasoo0250
19500216,4,251,이은지,leeeunji36,F,leeeunji0251
19841011,1,252,오하하,ohhaha9,F,ohhaha0252
19890622,1,253,김서하,kimseoha24,F,kimseoha0253
19831115,3,254,방보저,bangbojeo75,F,bangbojeo0254
20000723,1,255,문예하,moonyeha89,F,moonyeha0255
19780414,3,256,조하지,chohaji46,F,chohaji0256
19791007,2,257,임지하,imjiha54,F,imjiha0257
19560707,3,258,이하영,leehayoung83,F,leehayoung0258
19760808,5,259,이지원,leejiwon21,F,leejiwon0259
19820611,1,260,백하연,baekhayeon68,F,baekhayeon0260
20000411,3,261,안이저,anyijeo41,F,anyijeo0261
19630317,2,262,서영서,seoyoungseo45,F,seoyoungseo0262
20000701,1,263,이하서,leehaseo74,F,leehaseo0263
19850121,2,264,박유경,parkyukyung86,F,parkyukyung0264
19590605,4,265,송보하,songboha93,F,songboha0265
19650622,1,266,박채하,parkchaeha91,F,parkchaeha0266
19970803,2,267,박지수,parkjisoo3,F,parkjisoo0267
19580709,3,268,김지주,kimjiju17,F,kimjiju0268
19740502,4,269,차다하,chadaha81,F,chadaha0269
19901101,3,270,이유경,leeyukyung54,F,leeyukyung0270
19750904,4,271,박미지,parkmiji38,F,parkmiji0271
19930406,1,272,이연연,leeyeonyeon33,F,leeyeonyeon0272
19540910,2,273,이가원,leegawon91,F,leegawon0273
19650418,2,274,이서지,leeseoji47,F,leeseoji0274
19551112,2,275,이주하,leejuha58,F,leejuha0275
19611217,1,276,최하나,choihana10,F,choihana0276
19980819,1,277,정수경,jungsookyung88,F,jungsookyung0277
19850214,3,278,이예연,leeyeyeon23,F,leeyeyeon0278
19790612,3,279,정지미,jungjimi77,F,jungjimi0279
20020129,2,280,조세영,choseyoung14,F,choseyoung0280
19990502,3,281,김주주,kimjuju16,F,kimjuju0281
19830206,1,282,박하하,parkhaha95,F,parkhaha0282
19881101,1,283,최지미,choijimi34,F,choijimi0283
19650223,2,284,백하리,baekhari43,F,baekhari0284
19800828,4,285,윤예솔,yoonyesol55,F,yoonyesol0285
19530104,1,286,양재우,yangjaewoo51,F,yangjaewoo0286
19821005,1,287,민서지,minseoji10,F,minseoji0287
19771028,4,288,이수지,leesooji26,F,leesooji0288
19641216,4,289,김하이,kimhayi35,F,kimhayi0289
19680807,2,290,서수연,seosooyeon35,F,seosooyeon0290
19821207,3,291,권지하,kwonjiha84,F,kwonjiha0291
19540306,1,292,이하리,leehari57,F,leehari0292
19880117,1,293,최연하,choiyeonha27,F,choiyeonha0293
19960117,1,294,윤예연,yoonyeyeon64,F,yoonyeyeon0294
19760908,1,295,설소리,seolsori69,F,seolsori0295
19661030,2,296,최하은,choihaeun82,F,choihaeun0296
19670908,1,297,진연미,jinyeonmi53,F,jinyeonmi0297
19670721,2,298,주서비,jooseobi79,F,jooseobi0298
19741104,1,299,서예나,seoyena72,F,seoyena0299
19751028,2,300,이서나,leeseona77,F,leeseona0300
19801116,1,301,김아나,kimana79,F,kimana0301
19520207,4,302,김슨연,kimseunyeon27,F,kimseunyeon0302
19670319,1,303,정의은,jungeuieun94,F,jungeuieun0303
19800328,1,304,이하연,leehayeon43,F,leehayeon0304
19800224,3,305,최견아,choigyeona93,F,choigyeona0305
19971019,3,306,박다아,parkdaa56,F,parkdaa0306
19690617,3,307,박하지,parkhaji60,F,parkhaji0307
19750701,3,308,변도은,byundoeun90,F,byundoeun0308
19680426,3,309,박서지,parkseoji62,F,parkseoji0309
19750805,2,310,전지서,jeonjiseo42,F,jeonjiseo0310
19540425,4,311,홍성전,hongsungjeon98,F,hongsungjeon0311
19980909,1,312,전유리,jeonyuri27,F,jeonyuri0312
19990509,4,313,김소이,kimsoyi1,F,kimsoyi0313
19910330,5,314,고유이,koyuyi86,F,koyuyi0314
19620826,2,315,구서서,guseoseo8,F,guseoseo0315
19740506,2,316,박규하,parkkyuha55,F,parkkyuha0316
19890701,1,317,이사순,leesasoon65,F,leesasoon0317
19641113,2,318,김서소,kimseoso29,F,kimseoso0318
19551013,3,319,안이지,anyiji37,F,anyiji0319
19910501,5,320,이유연,leeyuyeon80,F,leeyuyeon0320
19550311,1,321,강이하,kangyiha25,F,kangyiha0321
19490519,4,322,오예은,ohyeeun12,F,ohyeeun0322
19510726,2,323,김연서,kimyeonseo52,F,kimyeonseo0323
19560827,2,324,이미은,leemieun79,F,leemieun0324
19910510,3,325,구근연,gugeunyeon27,F,gugeunyeon0325
19741111,3,326,최세지,choiseji39,F,choiseji0326
20010507,2,327,문저하,moonjeoha64,F,moonjeoha0327
19730811,1,328,정아나,jungana23,F,jungana0328
19551027,2,329,이수하,leesooha96,F,leesooha0329
19930604,4,330,정예하,jungyeha48,F,jungyeha0330
19760721,2,331,박하리,parkhari76,F,parkhari0331
19820420,1,332,맹은미,maengeunmi47,F,maengeunmi0332
19570401,3,333,홍주지,hongjuji11,F,hongjuji0333
19800410,1,334,정세지,jungseji66,F,jungseji0334
19580216,3,335,오예서,ohyeseo4,F,ohyeseo0335
19831108,1,336,백지이,baekjiyi88,F,baekjiyi0336
19790904,4,337,박저원,parkjeowon65,F,parkjeowon0337
19661119,2,338,박소하,parksoha96,F,parksoha0338
19510404,2,339,김서솔,kimseosol63,F,kimseosol0339
19871208,1,340,박하이,parkhayi88,F,parkhayi0340
19650209,1,341,윤이아,yoonyia93,F,yoonyia0341
20010206,2,342,변세연,byunseyeon35,F,byunseyeon0342
19691227,2,343,박윤하,parkyoonha45,F,parkyoonha0343
19910626,4,344,이보연,leeboyeon36,F,leeboyeon0344
19671207,2,345,배채란,baechaeran90,F,baechaeran0345
19900704,4,346,이하경,leehakyung93,F,leehakyung0346
19560112,1,347,김주영,kimjuyoung55,F,kimjuyoung0347
19590929,2,348,윤은은,yooneuneun79,F,yooneuneun0348
19950310,1,349,우미연,woomiyeon95,F,woomiyeon0349
19600401,1,350,박가선,parkgasun24,F,parkgasun0350
19870529,2,351,최여경,choiyeokyung33,F,choiyeokyung0351
19780405,1,352,서연지,seoyeonji59,F,seoyeonji0352
19870228,1,353,박세양,parkseyang8,F,parkseyang0353
19611114,2,354,차다미,chadami64,F,chadami0354
19931013,2,355,윤채안,yoonchaean55,F,yoonchaean0355
20021211,1,356,채세연,chaeseyeon13,F,chaeseyeon0356
19580714,3,357,강수이,kangsooyi25,F,kangsooyi0357
19970425,3,358,문미연,moonmiyeon98,F,moonmiyeon0358
19730916,1,359,박주은,parkjueun39,F,parkjueun0359
19690819,1,360,강주연,kangjuyeon15,F,kangjuyeon0360
19831013,4,361,김저윤,kimjeoyoon43,F,kimjeoyoon0361
19680925,2,362,전규연,jeonkyuyeon22,F,jeonkyuyeon0362
20000331,2,363,최재채,choijaechae66,F,choijaechae0363
19991010,2,364,조미지,chomiji34,F,chomiji0364
19831117,4,365,박지영,parkjiyoung99,F,parkjiyoung0365
19520117,4,366,이예윤,leeyeyoon39,F,leeyeyoon0366
19960531,2,367,김수원,kimsoowon29,F,kimsoowon0367
20010702,1,368,장수하,jangsooha70,F,jangsooha0368
19580121,2,369,이가은,leegaeun2,F,leegaeun0369
19820922,4,370,한아지,hanaji89,F,hanaji0370
19520419,4,371,김주하,kimjuha5,F,kimjuha0371
19710227,1,372,전소연,jeonsoyeon82,F,jeonsoyeon0372
20000128,3,373,이예서,leeyeseo75,F,leeyeseo0373
19630910,3,374,김도지,kimdoji42,F,kimdoji0374
19590301,1,375,강지은,kangjieun54,F,kangjieun0375
19591012,2,376,백지경,baekjikyung47,F,baekjikyung0376
19721127,1,377,한유하,hanyuha94,F,hanyuha0377
19660416,1,378,박서연,parkseoyeon23,F,parkseoyeon0378
19850719,2,379,조예연,choyeyeon62,F,choyeyeon0379
19690929,3,380,김가안,kimgaan1,F,kimgaan0380
19530530,1,381,정처비,jungcheobi39,F,jungcheobi0381
19550419,1,382,임서미,imseomi8,F,imseomi0382
19671108,3,383,민지은,minjieun76,F,minjieun0383
19600318,4,384,김서연,kimseoyeon20,F,kimseoyeon0384
19780116,1,385,이다윤,leedayoon87,F,leedayoon0385
20000727,1,386,김채하,kimchaeha9,F,kimchaeha0386
19800829,1,387,김지나,kimjina66,F,kimjina0387
19521125,1,388,서다하,seodaha65,F,seodaha0388
19760815,2,389,김서윤,kimseoyoon31,F,kimseoyoon0389
19791217,2,390,김의서,kimeuiseo26,F,kimeuiseo0390
19910907,4,391,유지연,yoojiyeon71,F,yoojiyeon0391
20010308,1,392,서나은,seonaeun81,F,seonaeun0392
19941201,1,393,홍나아,hongnaa7,F,hongnaa0393
19540917,1,394,이세저,leesejeo62,F,leesejeo0394
20000527,4,395,김예미,kimyemi73,F,kimyemi0395
19930317,1,396,송소비,songsobi44,F,songsobi0396
19811123,3,397,이지은,leejieun79,F,leejieun0397
19721228,1,398,김미지,kimmiji71,F,kimmiji0398
19680719,1,399,이예경,leeyekyung52,F,leeyekyung0399
19630925,2,400,최태주,choitaeju76,F,choitaeju0400
20000213,3,401,조나리,chonari96,F,chonari0401
19830329,2,402,정수하,jungsooha1,F,jungsooha0402
19911227,3,403,김지지,kimjiji15,F,kimjiji0403
19770128,2,404,최예서,choiyeseo33,F,choiyeseo0404
19650415,1,405,이수아,leesooa70,F,leesooa0405
19851107,3,406,서이지,seoyiji46,F,seoyiji0406
19630514,2,407,김승미,kimseungmi42,F,kimseungmi0407
19701021,1,408,서윤리,seoyoonri71,F,seoyoonri0408
19850919,4,409,이유리,leeyuri45,F,leeyuri0409
19940108,3,410,양서도,yangseodo83,F,yangseodo0410
19880123,5,411,김세하,kimseha68,F,kimseha0411
19640407,4,412,김보하,kimboha33,F,kimboha0412
19810327,1,413,이소경,leesokyung95,F,leesokyung0413
19900416,3,414,박소순,parksosoon43,F,parksosoon0414
19631202,4,415,한유채,hanyuchae60,F,hanyuchae0415
19860711,2,416,허보주,heoboju26,F,heoboju0416
19860825,4,417,이지주,leejiju8,F,leejiju0417
19820720,1,418,이소주,leesoju73,F,leesoju0418
19800920,2,419,강지지,kangjiji9,F,kangjiji0419
19900912,4,420,하채지,hachaeji35,F,hachaeji0420
19610824,1,421,이지나,leejina83,F,leejina0421
19520626,1,422,남채연,namchaeyeon90,F,namchaeyeon0422
19600416,3,423,권미하,kwonmiha24,F,kwonmiha0423
19920426,4,424,김지라,kimjira1,F,kimjira0424
19670702,3,425,남예연,namyeyeon17,F,namyeyeon0425
19971110,3,426,김하경,kimhakyung40,F,kimhakyung0426
19570128,1,427,김시비,kimsibi85,F,kimsibi0427
19801016,2,428,김하주,kimhaju93,F,kimhaju0428
19870218,3,429,황은은,hwangeuneun56,F,hwangeuneun0429
19721129,2,430,구은하,gueunha81,F,gueunha0430
19601111,1,431,허미하,heomiha89,F,heomiha0431
19690611,1,432,김윤지,kimyoonji16,F,kimyoonji0432
19520331,1,433,권승경,kwonseungkyung14,F,kwonseungkyung0433
19621101,2,434,임예영,imyeyoung17,F,imyeyoung0434
19761109,1,435,장서연,jangseoyeon37,F,jangseoyeon0435
19520828,1,436,송수나,songsoona58,F,songsoona0436
19610520,1,437,고수연,kosooyeon79,F,kosooyeon0437
19930419,2,438,최채원,choichaewon35,F,choichaewon0438
19871129,3,439,김승은,kimseungeun37,F,kimseungeun0439
19750127,1,440,전예연,jeonyeyeon37,F,jeonyeyeon0440
19610718,3,441,양주경,yangjukyung74,F,yangjukyung0441
19870727,3,442,심아하,simaha8,F,simaha0442
19941108,1,443,이주지,leejuji7,F,leejuji0443
19781226,1,444,이저연,leejeoyeon66,F,leejeoyeon0444
19600601,3,445,남아주,namaju74,F,namaju0445
19761222,1,446,배지하,baejiha67,F,baejiha0446
19501007,3,447,강유영,kangyuyoung41,F,kangyuyoung0447
19520214,4,448,구지경,gujikyung62,F,gujikyung0448
19830817,4,449,임미하,immiha87,F,immiha0449
19531204,2,450,이지견,leejigyeon70,F,leejigyeon0450
19551015,1,451,송유연,songyuyeon88,F,songyuyeon0451
19911220,3,452,박자서,parkjaseo86,F,parkjaseo0452
19510207,1,453,이하지,leehaji39,F,leehaji0453
19630520,1,454,김미은,kimmieun11,F,kimmieun0454
19801223,2,455,박주하,parkjuha12,F,parkjuha0455
19490211,2,456,하지리,hajiri77,F,hajiri0456
19810715,2,457,박세은,parkseeun78,F,parkseeun0457
20021020,4,458,권채지,kwonchaeji89,F,kwonchaeji0458
19511206,2,459,이소윤,leesoyoon54,F,leesoyoon0459
19680104,3,460,김재우,kimjaewoo52,F,kimjaewoo0460
19690315,2,461,조수지,chosooji61,F,chosooji0461
