,id,name,sex,birth,user_id,password,household
144,145,윤주구,M,19870630,yoonjugu0145,yoonjugu36,2
145,146,김재연,M,19980711,kimjaeyeon0146,kimjaeyeon9,1
146,147,최혀하,M,20020907,choihyeoha0147,choihyeoha4,3
147,148,조완궁,M,19911013,chowangung0148,chowangung12,2
148,149,유후시,M,19840416,yoohoosi0149,yoohoosi24,4
149,150,김성하,M,19851113,kimsungha0150,kimsungha65,1
150,151,조운균,M,19931127,chowoonkyun0151,chowoonkyun78,3
151,152,안재하,M,19810110,anjaeha0152,anjaeha68,3
152,153,정태웅,M,19870329,jungtaewoong0153,jungtaewoong21,1
153,154,유우석,M,19691103,yoowooseok0154,yoowooseok88,1
154,155,정호용,M,19780902,junghoyong0155,junghoyong69,4
155,156,김주하,M,20011029,kimjuha0156,kimjuha49,3
156,157,박호우,M,19760627,parkhowoo0157,parkhowoo15,1
157,158,김병운,M,19851205,kimbyungwoon0158,kimbyungwoon98,4
158,159,김기규,M,19741108,kimkikyu0159,kimkikyu29,1
159,160,이호하,M,19901205,leehoha0160,leehoha54,2
160,161,윤성모,M,19900920,yoonsungmo0161,yoonsungmo78,4
161,162,김상지,M,19730607,kimsangji0162,kimsangji41,1
162,163,한재지,M,19791116,hanjaeji0163,hanjaeji32,4
163,164,여혀재,M,19770118,yeohyeojae0164,yeohyeojae23,3
164,165,이기하,M,19730907,leekiha0165,leekiha53,3
165,166,진병하,M,20020919,jinbyungha0166,jinbyungha10,4
166,167,정준의,M,19760310,jungjuneui0167,jungjuneui55,1
167,168,박미하,M,19870723,parkmiha0168,parkmiha11,1
168,169,안혀기,M,19851120,anhyeoki0169,anhyeoki52,3
169,170,라준하,M,19740118,rajunha0170,rajunha67,1
170,171,황운우,M,19891105,hwangwoonwoo0171,hwangwoonwoo30,2
171,172,박강규,M,19940717,parkkangkyu0172,parkkangkyu86,1
172,173,유상번,M,19811129,yoosangbeon0173,yoosangbeon11,2
173,174,김주찬,M,19960227,kimjuchan0174,kimjuchan75,1
174,175,정동수,M,19691027,jungdongsoo0175,jungdongsoo81,4
175,176,김주연,M,19680109,kimjuyeon0176,kimjuyeon83,2
176,177,신연번,M,19830630,shinyeonbeon0177,shinyeonbeon40,1
177,178,김장운,M,19720318,kimjangwoon0178,kimjangwoon75,1
178,179,최대하,M,19770217,choidaeha0179,choidaeha46,1
179,180,진지미,M,19900307,jinjimi0180,jinjimi76,1
180,181,현운석,M,19731104,hyunwoonseok0181,hyunwoonseok95,1
181,182,김찬선,M,19700416,kimchansun0182,kimchansun93,3
182,183,최혜하,M,19790731,choihyeha0183,choihyeha21,2
183,184,엄혀원,M,19880511,umhyeowon0184,umhyeowon89,3
184,185,최성미,M,19860627,choisungmi0185,choisungmi12,1
185,186,김봉하,M,19711018,kimbongha0186,kimbongha77,2
186,187,김호기,M,20010731,kimhoki0187,kimhoki37,3
187,188,임지성,M,19910701,imjisung0188,imjisung8,1
188,189,한성하,M,19840414,hansungha0189,hansungha58,4
189,190,고규역,M,19960531,kokyuyeok0190,kokyuyeok76,1
190,191,이동하,M,19800328,leedongha0191,leedongha74,3
191,192,장광하,M,19920516,jangkwangha0192,jangkwangha97,1
192,193,안후하,M,19741201,anhooha0193,anhooha26,2
193,194,고혀준,M,19730107,kohyeojun0194,kohyeojun54,3
194,195,이재하,M,19830406,leejaeha0195,leejaeha8,1
195,196,심요운,M,19820705,simyowoon0196,simyowoon22,1
196,197,이성영,M,19920828,leesungyoung0197,leesungyoung59,1
197,198,이성하,M,19830707,leesungha0198,leesungha63,2
198,199,황유하,M,19710923,hwangyuha0199,hwangyuha86,1
199,200,윤재미,M,19741204,yoonjaemi0200,yoonjaemi63,2
200,201,정승운,M,20000818,jungseungwoon0201,jungseungwoon42,1
201,202,배허하,M,19791027,baeheoha0202,baeheoha81,2
202,203,이호미,M,19980610,leehomi0203,leehomi10,1
203,204,김면미,M,19760921,kimmyeonmi0204,kimmyeonmi74,3
204,205,강동하,M,19930106,kangdongha0205,kangdongha56,3
205,206,권호번,M,20010816,kwonhobeon0206,kwonhobeon62,2
206,207,박승번,M,19860926,parkseungbeon0207,parkseungbeon93,2
207,208,손지오,M,19820928,sonjio0208,sonjio40,1
208,209,이요우,M,19720406,leeyowoo0209,leeyowoo40,1
209,210,김상원,M,19840624,kimsangwon0210,kimsangwon14,2
210,211,최병석,M,19850418,choibyungseok0211,choibyungseok76,1
211,212,현운윤,M,20011109,hyunwoonyoon0212,hyunwoonyoon87,2
212,213,김대하,M,19741119,kimdaeha0213,kimdaeha65,3
213,214,홍하성,M,20000119,honghasung0214,honghasung44,1
214,215,이미준,M,20021012,leemijun0215,leemijun17,1
215,216,송준군,M,19880212,songjungun0216,songjungun79,1
216,217,차성규,M,20021030,chasungkyu0217,chasungkyu75,1
217,218,권종석,M,19780918,kwonjongseok0218,kwonjongseok8,3
218,219,고동균,M,19920208,kodongkyun0219,kodongkyun53,3
219,220,김겅하,M,19860930,kimgeongha0220,kimgeongha5,2
220,221,신겅하,M,19700126,shingeongha0221,shingeongha44,3
221,222,김용구,M,19750824,kimyonggu0222,kimyonggu86,1
222,223,문정우,M,19950826,moonjungwoo0223,moonjungwoo68,4
223,224,홍겅수,M,19751206,honggeongsoo0224,honggeongsoo98,2
224,225,최동하,M,19800706,choidongha0225,choidongha46,3
225,226,양성문,M,19761015,yangsungmoon0226,yangsungmoon95,4
226,227,차숭하,M,19720501,chasungha0227,chasungha18,2
227,228,양겅준,M,19900927,yanggeongjun0228,yanggeongjun19,1
228,229,배해하,M,19871228,baehaeha0229,baehaeha39,3
229,230,심영천,M,19940109,simyoungchun0230,simyoungchun95,1
230,231,장동하,M,19960605,jangdongha0231,jangdongha21,1
231,232,김의우,M,19840112,kimeuiwoo0232,kimeuiwoo35,2
232,233,김미우,M,19791126,kimmiwoo0233,kimmiwoo42,4
233,234,김준하,M,19850608,kimjunha0234,kimjunha57,1
234,235,신겅재,M,19910507,shingeongjae0235,shingeongjae7,2
235,236,김왕건,M,19990429,kimwanggun0236,kimwanggun22,5
236,237,박다영,M,19731226,parkdayoung0237,parkdayoung2,3
237,238,배호을,M,19901127,baehoeul0238,baehoeul24,1
238,239,오기모,M,19711115,ohkimo0239,ohkimo24,4
239,240,김재하,M,19800110,kimjaeha0240,kimjaeha93,4
240,241,정도이,M,19790612,jungdoyi0241,jungdoyi14,4
241,242,조치미,M,19740123,chochimi0242,chochimi6,2
242,243,최종창,M,19800510,choijongchang0243,choijongchang67,2
243,244,김동원,M,20000331,kimdongwon0244,kimdongwon55,5
244,245,박정주,M,19720903,parkjungju0245,parkjungju71,3
245,246,오혀연,M,19961007,ohhyeoyeon0246,ohhyeoyeon14,2
246,247,신영재,M,19750422,shinyoungjae0247,shinyoungjae15,1
247,248,유재용,M,19890926,yoojaeyong0248,yoojaeyong85,2
248,249,이운태,M,19910521,leewoontae0249,leewoontae97,1
249,250,최지숭,M,19940615,choijisung0250,choijisung78,2
250,251,김소지,F,19750501,kimsoji0251,kimsoji87,2
251,252,김예연,F,19811014,kimyeyeon0252,kimyeyeon76,4
252,253,전저하,F,19731103,jeonjeoha0253,jeonjeoha15,2
253,254,김은하,F,19731217,kimeunha0254,kimeunha22,3
254,255,조규아,F,19790108,chokyua0255,chokyua20,1
255,256,이승연,F,19760123,leeseungyeon0256,leeseungyeon52,2
256,257,박미미,F,19750530,parkmimi0257,parkmimi79,4
257,258,유채은,F,19780422,yoochaeeun0258,yoochaeeun74,2
258,259,조미은,F,19810414,chomieun0259,chomieun10,3
259,260,이미련,F,19820917,leemiryeon0260,leemiryeon40,1
260,261,허최지,F,19951203,heochoeji0261,heochoeji56,2
261,262,송하경,F,19940706,songhakyung0262,songhakyung86,1
262,263,김서비,F,19750520,kimseobi0263,kimseobi18,1
263,264,김소리,F,19950920,kimsori0264,kimsori1,2
264,265,최유경,F,19860819,choiyukyung0265,choiyukyung85,1
265,266,이지주,F,19810219,leejiju0266,leejiju79,2
266,267,진주지,F,19830421,jinjuji0267,jinjuji36,3
267,268,노다아,F,19920828,nodaa0268,nodaa36,3
268,269,박다지,F,19871013,parkdaji0269,parkdaji90,1
269,270,장다영,F,19760829,jangdayoung0270,jangdayoung76,3
270,271,심시주,F,19680506,simsiju0271,simsiju38,3
271,272,백소지,F,19910828,baeksoji0272,baeksoji19,1
272,273,정서비,F,19890518,jungseobi0273,jungseobi77,2
273,274,박정영,F,19841229,parkjungyoung0274,parkjungyoung99,1
274,275,윤미하,F,19750410,yoonmiha0275,yoonmiha87,1
275,276,이윤슨,F,19830530,leeyoonseun0276,leeyoonseun97,2
276,277,방소비,F,19771020,bangsobi0277,bangsobi1,1
277,278,권하미,F,19850309,kwonhami0278,kwonhami23,3
278,279,김시저,F,19681027,kimsijeo0279,kimsijeo19,1
279,280,한지지,F,19801103,hanjiji0280,hanjiji56,2
280,281,류성비,F,19700418,ryusungbi0281,ryusungbi79,1
281,282,강주서,F,19740531,kangjuseo0282,kangjuseo43,2
282,283,박윤령,F,19880502,parkyoonryung0283,parkyoonryung18,3
283,284,김주연,F,19790208,kimjuyeon0284,kimjuyeon19,2
284,285,정다연,F,19760714,jungdayeon0285,jungdayeon58,3
285,286,유저하,F,19941113,yoojeoha0286,yoojeoha41,3
286,287,권지하,F,19940114,kwonjiha0287,kwonjiha35,2
287,288,황보하,F,19790508,hwangboha0288,hwangboha27,1
288,289,한유지,F,19931007,hanyuji0289,hanyuji43,1
289,290,장유지,F,20020216,jangyuji0290,jangyuji35,1
290,291,이가선,F,19740915,leegasun0291,leegasun26,1
291,292,서벼윤,F,19680718,seobyeoyoon0292,seobyeoyoon16,2
292,293,임수하,F,19711117,imsooha0293,imsooha45,5
293,294,이미지,F,20000425,leemiji0294,leemiji79,2
294,295,박저연,F,19721231,parkjeoyeon0295,parkjeoyeon14,3
295,296,권성나,F,19971229,kwonsungna0296,kwonsungna75,1
296,297,송규연,F,19910522,songkyuyeon0297,songkyuyeon79,2
297,298,김하지,F,19760807,kimhaji0298,kimhaji9,4
298,299,김다리,F,19940611,kimdari0299,kimdari86,1
299,300,조미우,F,19811223,chomiwoo0300,chomiwoo23,2
300,301,조은주,F,19800928,choeunju0301,choeunju21,3
301,302,김소비,F,19840826,kimsobi0302,kimsobi90,1
302,303,송하서,F,19820530,songhaseo0303,songhaseo34,5
303,304,노지지,F,19710622,nojiji0304,nojiji8,3
304,305,이서연,F,19970103,leeseoyeon0305,leeseoyeon49,2
305,306,이다하,F,19680427,leedaha0306,leedaha27,1
306,307,손미원,F,20020215,sonmiwon0307,sonmiwon14,3
307,308,신예은,F,19840322,shinyeeun0308,shinyeeun17,3
308,309,함지지,F,19960813,hamjiji0309,hamjiji23,2
309,310,이가은,F,19810219,leegaeun0310,leegaeun11,1
310,311,최지솔,F,19870320,choijisol0311,choijisol56,1
311,312,이하저,F,19750204,leehajeo0312,leehajeo57,2
312,313,황하저,F,19881025,hwanghajeo0313,hwanghajeo32,1
313,314,김수은,F,19850521,kimsooeun0314,kimsooeun57,1
314,315,김세서,F,19860113,kimseseo0315,kimseseo68,3
315,316,임가경,F,19970322,imgakyung0316,imgakyung60,3
316,317,박유하,F,19760716,parkyuha0317,parkyuha60,2
317,318,정지하,F,19720528,jungjiha0318,jungjiha35,4
318,319,지하리,F,19740409,jihari0319,jihari40,1
319,320,박소하,F,19930904,parksoha0320,parksoha96,2
320,321,김주서,F,19890411,kimjuseo0321,kimjuseo99,2
321,322,김지라,F,19941218,kimjira0322,kimjira82,1
322,323,박하리,F,19991209,parkhari0323,parkhari43,1
323,324,오도솔,F,19710806,ohdosol0324,ohdosol9,2
324,325,김재경,F,19840624,kimjaekyung0325,kimjaekyung23,2
325,326,박시우,F,20020418,parksiwoo0326,parksiwoo58,5
326,327,나서지,F,19980703,naseoji0327,naseoji15,4
327,328,이수윤,F,19861025,leesooyoon0328,leesooyoon43,4
328,329,오수서,F,19760310,ohsooseo0329,ohsooseo2,2
329,330,장지연,F,19830519,jangjiyeon0330,jangjiyeon5,2
330,331,신예하,F,20010511,shinyeha0331,shinyeha16,2
331,332,심시원,F,19941125,simsiwon0332,simsiwon97,4
332,333,이하미,F,19981215,leehami0333,leehami67,3
333,334,장세연,F,19900807,jangseyeon0334,jangseyeon52,1
334,335,채은리,F,19990409,chaeeunri0335,chaeeunri50,1
335,336,맹주하,F,19920128,maengjuha0336,maengjuha74,1
336,337,김저지,F,19790212,kimjeoji0337,kimjeoji4,5
337,338,이미주,F,19930425,leemiju0338,leemiju18,1
338,339,박사연,F,19950415,parksayeon0339,parksayeon60,2
339,340,조다주,F,19990811,chodaju0340,chodaju59,4
340,341,장유나,F,19950112,jangyuna0341,jangyuna63,1
341,342,박서비,F,19760702,parkseobi0342,parkseobi33,1
342,343,조안하,F,19750604,choanha0343,choanha42,1
343,344,김하연,F,19741022,kimhayeon0344,kimhayeon37,2
344,345,김가미,F,19840123,kimgami0345,kimgami95,4
345,346,김하리,F,19760524,kimhari0346,kimhari71,1
346,347,이하하,F,19901214,leehaha0347,leehaha47,2
347,348,정예서,F,20021222,jungyeseo0348,jungyeseo45,3
348,349,윤미서,F,19681028,yoonmiseo0349,yoonmiseo56,1
349,350,정예연,F,19970509,jungyeyeon0350,jungyeyeon46,2
350,351,서서나,F,19751229,seoseona0351,seoseona92,5
351,352,권성연,F,19890922,kwonsungyeon0352,kwonsungyeon80,4
352,353,조서은,F,19710219,choseoeun0353,choseoeun35,4
353,354,한어미,F,19970125,haneomi0354,haneomi16,1
354,355,장시저,F,19871002,jangsijeo0355,jangsijeo3,2
355,356,정지채,F,20010531,jungjichae0356,jungjichae89,3
356,357,권지지,F,19981104,kwonjiji0357,kwonjiji68,1
357,358,이미은,F,19860412,leemieun0358,leemieun20,2
358,359,이지연,F,19770717,leejiyeon0359,leejiyeon91,1
359,360,김미저,F,19960219,kimmijeo0360,kimmijeo13,2
360,361,이은서,F,19760311,leeeunseo0361,leeeunseo68,2
361,362,정하비,F,19890627,junghabi0362,junghabi6,4
362,363,손수서,F,19681124,sonsooseo0363,sonsooseo18,1
363,364,김소하,F,19731210,kimsoha0364,kimsoha98,1
364,365,강세비,F,19790506,kangsebi0365,kangsebi51,3
365,366,김가윤,F,19870326,kimgayoon0366,kimgayoon2,3
366,367,김유연,F,19880619,kimyuyeon0367,kimyuyeon83,3
367,368,김성원,F,19820907,kimsungwon0368,kimsungwon76,1
368,369,이윤하,F,19810318,leeyoonha0369,leeyoonha98,3
369,370,차지지,F,19801111,chajiji0370,chajiji69,4
370,371,김미아,F,19980314,kimmia0371,kimmia66,1
371,372,서고하,F,19880814,seogoha0372,seogoha57,3
372,373,심연성,F,20020622,simyeonsung0373,simyeonsung16,2
373,374,고유하,F,19970722,koyuha0374,koyuha37,4
374,375,민서연,F,19890917,minseoyeon0375,minseoyeon38,2
375,376,윤지하,F,19970712,yoonjiha0376,yoonjiha29,3
376,377,이근지,F,19680930,leegeunji0377,leegeunji95,2
377,378,조은하,F,19971025,choeunha0378,choeunha63,1
378,379,유예하,F,19890618,yooyeha0379,yooyeha32,1
379,380,김다늘,F,19851109,kimdaneul0380,kimdaneul19,3
380,381,박은리,F,19680218,parkeunri0381,parkeunri64,4
381,382,최나하,F,19781107,choinaha0382,choinaha45,1
382,383,조미연,F,19870315,chomiyeon0383,chomiyeon7,1
383,384,안보지,F,19791118,anboji0384,anboji97,3
384,385,김주우,F,19741204,kimjuwoo0385,kimjuwoo31,1
385,386,양소원,F,19901127,yangsowon0386,yangsowon79,3
386,387,송지원,F,19830417,songjiwon0387,songjiwon39,1
387,388,조예지,F,19910429,choyeji0388,choyeji61,2
388,389,권나비,F,19850129,kwonnabi0389,kwonnabi64,3
389,390,설유연,F,19921022,seolyuyeon0390,seolyuyeon54,4
390,391,최지지,F,19720720,choijiji0391,choijiji32,1
391,392,이연원,F,19710428,leeyeonwon0392,leeyeonwon43,4
392,393,윤지리,F,19831205,yoonjiri0393,yoonjiri54,4
393,394,최미미,F,19700107,choimimi0394,choimimi21,2
394,395,최소지,F,19760707,choisoji0395,choisoji30,2
395,396,이소윤,F,19720713,leesoyoon0396,leesoyoon27,3
396,397,김지연,F,19711220,kimjiyeon0397,kimjiyeon70,1
397,398,이하이,F,19881111,leehayi0398,leehayi84,4
398,399,한소라,F,19720406,hansora0399,hansora84,1
399,400,윤수하,F,19690419,yoonsooha0400,yoonsooha2,4
400,401,이보하,F,19721128,leeboha0401,leeboha39,1
401,402,배지서,F,19920217,baejiseo0402,baejiseo18,4
402,403,김연선,F,19830310,kimyeonsun0403,kimyeonsun81,1
403,404,김미이,F,19880720,kimmiyi0404,kimmiyi11,5
404,405,표저미,F,19920509,pyojeomi0405,pyojeomi52,2
405,406,박지우,F,19920610,parkjiwoo0406,parkjiwoo42,1
406,407,강채나,F,19860802,kangchaena0407,kangchaena92,2
407,408,김수윤,F,19851209,kimsooyoon0408,kimsooyoon17,2
408,409,설유주,F,19900403,seolyuju0409,seolyuju62,5
409,410,배서윤,F,19960527,baeseoyoon0410,baeseoyoon52,1
410,411,전주윤,F,19690318,jeonjuyoon0411,jeonjuyoon20,3
411,412,박하경,F,20021130,parkhakyung0412,parkhakyung99,4
412,413,고지연,F,19771012,kojiyeon0413,kojiyeon65,1
413,414,이무연,F,19861205,leemooyeon0414,leemooyeon45,2
414,415,박소서,F,19960313,parksoseo0415,parksoseo75,1
415,416,김예나,F,19711028,kimyena0416,kimyena20,2
416,417,임수연,F,19990518,imsooyeon0417,imsooyeon52,1
417,418,이지지,F,19991226,leejiji0418,leejiji67,4
418,419,이시연,F,20000622,leesiyeon0419,leesiyeon77,1
419,420,강수윤,F,19860316,kangsooyoon0420,kangsooyoon63,1
420,421,이수연,F,20001003,leesooyeon0421,leesooyeon23,2
421,422,강지하,F,19700522,kangjiha0422,kangjiha92,2
422,423,한은미,F,19890207,haneunmi0423,haneunmi39,4
423,424,박다원,F,19910312,parkdawon0424,parkdawon23,5
424,425,정연미,F,19751227,jungyeonmi0425,jungyeonmi4,1
425,426,이미미,F,20000818,leemimi0426,leemimi50,1
426,427,전지하,F,19970916,jeonjiha0427,jeonjiha63,1
427,428,조승안,F,19830324,choseungan0428,choseungan92,2
428,429,강하하,F,19730715,kanghaha0429,kanghaha74,1
429,430,양하준,F,19900809,yanghajun0430,yanghajun73,1
430,431,최미지,F,19780516,choimiji0431,choimiji55,1
